WavwNum_Albite,value_Albite,WavwNum_Almandine,value_Almandine,WavwNum_Amesite,value_Amesite,WavwNum_Anatase,value_Anatase,WavwNum_Andradite,value_Andradite,WavwNum_Antigorite,value_Antigorite,WavwNum_Armalcolite,value_Armalcolite,WavwNum_Arsenopyrite,value_Arsenopyrite,WavwNum_Augite,value_Augite,WavwNum_Calcite,value_Calcite,WavwNum_Chalcopyrite,value_Chalcopyrite,WavwNum_Chamosite,value_Chamosite,WavwNum_Chrysotile,value_Chrysotile,WavwNum_Chromite,value_Chromite,WavwNum_Clinochlore,value_Clinochlore,WavwNum_Clinoenstatite,value_Clinoenstatite,WavwNum_Corundum,value_Corundum,WavwNum_Diopside,value_Diopside,WavwNum_Dolomite,value_Dolomite,WavwNum_Dwornikite,value_Dwornikite,WavwNum_Enstatite,value_Enstatite,WavwNum_Epidote,value_Epidote,WavwNum_Fayalite,value_Fayalite,WavwNum_Ferrosilite,value_Ferrosilite,WavwNum_Forsterite,value_Forsterite,WavwNum_Gaspeite,value_Gaspeite,WavwNum_Goethite,value_Goethite,WavwNum_Gunningite,value_Gunningite,WavwNum_Gypsum,value_Gypsum,WavwNum_Hedenbergite,value_Hedenbergite,WavwNum_Hematite,value_Hematite,WavwNum_Hydroxylherderite,value_Hydroxylherderite,WavwNum_Jarosite,value_Jarosite,WavwNum_Lepidocrocite,value_Lepidocrocite,WavwNum_Lithiophilite,value_Lithiophilite,WavwNum_Lizardite,value_Lizardite,WavwNum_Magnesiochromite,value_Magnesiochromite,WavwNum_Magnesite,value_Magnesite,WavwNum_Magnetite,value_Magnetite,WavwNum_Manganite,value_Manganite,WavwNum_Microcline,value_Microcline,WavwNum_Monticellite,value_Monticellite,WavwNum_Montmorillonite,value_Montmorillonite,WavwNum_Muscovite,value_Muscovite,WavwNum_Nontronite,value_Nontronite,WavwNum_Orthoclase,value_Orthoclase,WavwNum_Phlogopite,value_Phlogopite,WavwNum_Pimelite,value_Pimelite,WavwNum_Pyrite,value_Pyrite,WavwNum_Pyrolusite,value_Pyrolusite,WavwNum_Pyrope,value_Pyrope,WavwNum_Pyrophyllite,value_Pyrophyllite,WavwNum_Quartz,value_Quartz,WavwNum_Siderite,value_Siderite,WavwNum_Spinel,value_Spinel,WavwNum_Szomolnokite,value_Szomolnokite,WavwNum_Talc,value_Talc,WavwNum_Titanite,value_Titanite,WavwNum_Tremolite,value_Tremolite,WavwNum_Zircon,value_Zircon,WavwNum_Zoisite,value_Zoisite
165.0896,4651.929,162.5536,162.6403,143.432,239.1392,154.469,13702.67,157.199,283.677,190.6418,360.082,230.7881,5.299904,153.0381,84.68481,148.0812,571.8566,164.6976,452.3575,175.348,96.813,185.2408,67.62498,221.4972,3891.473,260.8265,1.219604,167.5379,157.4106,175.214,702.3257,182.3203,40.79102,158.0099,14.81757,146.8327,56.826,197.8735,93.73218,150.9739,160.8444,155.3129,275.5583,168.5021,659.1,215.2411,467.1042,170.6981,76.84766,202.3433,2.195938,175.3625,0.131285,192.4538,22.86816,125.7902,437.0967,164.6452,771.1876,176.9655,3.677216,154.986,139.606,160.6528,2.661026,198.5198,1.681872,167.9823,10.04578,167.6522,310.5684,203.965,51.86603,159.2065,12.45147,192.2401,1.136272,162.3867,173.1405,159.3042,1732.808,190.6418,104.4751,193.143,9998.039,210.8907,2277.914,186.3027,1424.271,155.4842,2084.766,200.2841,10125.58,360.71429,0.06900918,182.4848,0.335927,191.6696,0.650337,189.5521,7.703125,203.6589,359.9219,147.8854,7.585312,185.0084,362.4057,181.063,4.256409,154.8591,523.161,188.4922,1433.478,184.9465,1773.791,176.6389,472.249,190.6418,658.7227,197.9111,786.8892
165.5717,4455.396,163.0357,152.9231,143.9141,227.4297,154.9511,12402.21,157.6812,327.9541,191.1239,376.6616,231.2702,4.348183,153.5202,72.56311,148.5633,564.9858,165.1797,403.7743,175.831,99.049,185.7229,70.96521,221.9794,4190.383,261.3086,0.892822,168.02,171.3297,175.6961,721.4966,182.8025,45.66211,158.492,11.52588,147.3148,60.06808,198.3556,90.41406,151.456,137.6395,155.795,323.8256,168.9842,704.9643,215.7232,463.4114,171.1802,73.87561,202.8254,2.71233,175.8446,0.081064001,192.9359,46.78467,126.2723,494.8254,165.1273,834.8749,177.4476,1.184204,155.468,165.506,161.1349,2.562973,199.002,1.846095,168.4644,9.227722,168.1343,302.793,204.447,45.17639,159.6886,12.33022,192.7223,1.291624,162.8688,131.0865,159.7863,1566.296,191.1239,147.3369,194.52,8065.531,211.3728,2396.988,186.7848,1351.119,155.9663,2065.409,200.7662,9769.774,364.04762,0.070275404,182.967,0.248036,192.1517,1.31567,190.0342,56.49902,204.141,435.0898,148.3675,6.245667,185.4905,369.2332,181.5451,5.690002,155.3412,465.3622,188.9743,1598.187,185.4286,1749.629,177.121,553.2871,191.1239,699.6592,198.3932,725.6528
166.0538,4299.632,163.5178,132.8711,144.3963,219.7314,155.4332,11199.41,158.1633,382.9971,191.606,397.1812,231.7524,3.842781,154.0023,90.98633,149.0454,569.4297,165.6618,358.703,176.313,102.152,186.205,74.17724,222.4615,4500.588,261.7907,1.121643,168.5021,194.309,176.1783,724.8159,183.2846,35.55176,158.9741,6.982117,147.7969,64.10878,198.8378,78.68311,151.9381,116.5907,156.2772,380.0215,169.4663,772.77,216.2053,465.6013,171.6623,83.6792,203.3075,3.552021,176.3267,0.260328,193.418,61.70801,126.7544,554.5698,165.6094,893.8135,177.9298,2.375977,155.95,196.577,161.617,2.604828,199.4841,2.401911,168.9465,12.72803,168.6164,289.6016,204.929,43.05627,160.1707,12.21619,193.2044,1.485666,163.351,95.19745,160.2684,1405.747,191.606,175.4126,195.898,6296.215,211.8549,2514.387,187.2669,1300.503,156.4484,2036.437,201.2483,9360.312,367.38095,0.057613169,183.4491,0.261362,192.6338,1.631903,190.5163,45.3623,204.6232,472.3438,148.8497,4.922867,185.9726,377.3329,182.0272,6.796082,155.8233,421.9003,189.4564,1772.056,185.9107,1706.809,177.6031,650.7891,191.606,732.7632,198.8753,681.4189
166.5359,4192.501,163.9999,111.8884,144.8784,221.3745,155.9154,10064.19,158.6454,447.0887,192.0881,419.1426,232.2345,3.805168,154.4844,54.76685,149.5275,568.6533,166.144,317.6953,176.795,103.902,186.6871,76.68471,222.9436,4832.26,262.2728,1.392273,168.9842,213.3398,176.6604,700.4546,183.7667,30.64746,159.4562,2.904541,148.2791,68.17645,199.3199,68.36011,152.4202,96.82144,156.7593,458.0181,169.9485,842.0681,216.6874,473.9021,172.1445,94.58105,203.7896,3.717083,176.8088,0.343815,193.9001,75.79834,127.2365,620.2219,166.0915,945.5692,178.4119,8.038025,156.432,217.019,162.0992,3.387207,199.9662,3.071789,169.4286,17.40961,169.0985,269.6836,205.411,47.31763,160.6528,12.17693,193.6865,1.733512,163.8331,72.02948,160.7505,1259.43,192.0881,169.0376,197.275,5143.068,212.337,2592.668,187.7491,1231.104,156.9306,2007.709,201.7305,8914.845,370.71429,0.060462172,183.9312,0.356586,193.1159,1.6154,190.9984,27.17676,205.1053,452.8477,149.3318,3.634323,186.4547,386.1388,182.5093,6.013672,156.3055,410.4419,189.9385,1937.46,186.3928,1636.645,178.0852,736.2427,192.0881,740.1499,199.3575,634.9575
167.018,4143.866,164.482,93.99939,145.3605,220.7827,156.3975,9009.978,159.1275,519.2611,192.5702,442.6816,232.7166,4.181244,154.9665,66.44995,150.0097,561.4933,166.6261,280.9071,177.277,101.347,187.1693,78.76911,223.4257,5192.934,262.7549,1.748108,169.4663,218.1624,177.1425,675.5337,184.2488,33.09668,159.9383,1.424316,148.7612,72.06542,199.802,65.04346,152.9024,74.91168,157.2414,538.4497,170.4306,896.2134,217.1696,487.5413,172.6266,96.0293,204.2717,3.045738,177.2909,0.235409,194.3822,98.90234,127.7187,696.1094,166.5736,991.8909,178.894,12.74673,156.915,258.173,162.5813,4.21138,200.4483,3.368327,169.9107,22.31708,169.5807,251.2344,205.893,49.27753,161.1349,12.19065,194.1686,1.916065,164.3152,51.57819,161.2326,1125.909,192.5702,133.2017,198.652,4016.135,212.8191,2621.414,188.2312,1115.984,157.4127,1984.669,202.2126,8477.185,373.80952,0.062678063,184.4133,0.491861,193.598,1.529476,191.4805,101.5498,205.5874,396.1211,149.8139,2.377228,186.9369,394.3781,182.9915,4.215637,156.7876,416.4326,190.4206,2100.611,186.875,1523.148,178.5674,812.647,192.5702,727.7603,199.8396,584.791
167.5002,4177.081,164.9641,78.8855,145.8426,210.6987,156.8796,8061.562,159.6096,604.8192,193.0524,469.5996,233.1987,5.055138,155.4486,68.94324,150.4918,548.0237,167.1082,248.4825,177.759,95.001,187.6514,81.33827,223.9078,5564.6,263.2371,2.113708,169.9485,219.0122,177.6246,689.1646,184.7309,44.9541,160.4205,1.107239,149.2433,75.97779,200.2841,69.0896,153.3845,57.72546,157.7235,617.9385,170.9127,935.4295,217.6517,509.9695,173.1087,90.31311,204.7538,2.526466,177.773,0.030239001,194.8644,130.4521,128.2008,772.9668,167.0558,1033.138,179.3761,10.93747,157.397,335.691,163.0634,4.648926,200.9304,3.228891,170.3929,26.72815,170.0628,241.5234,206.376,45.51407,161.617,12.20117,194.6507,1.916899,164.7973,49.09656,161.7148,1004.772,193.0524,114.0996,200.029,3407.406,213.3013,2604.551,188.7133,970.7969,157.8948,1956.587,202.6947,8051.211,377.14286,0.071541627,184.8954,0.699091,194.0801,1.658695,191.9627,127.9043,206.0695,363.7383,150.296,1.139877,187.419,401.5519,183.4736,3.655518,157.2697,425.5847,190.9027,2305.378,187.3571,1378.926,179.0495,862.9722,193.0524,751.4092,200.3217,538.436
167.9823,4257.341,165.4463,65.20593,146.3247,176.0483,157.3617,7247.131,160.0917,702.6119,193.5345,500.4111,233.6808,6.921638,155.9308,95.39856,150.9739,530.1508,167.5903,220.7939,178.241,89.353,188.1335,84.52495,224.3899,5936.66,263.7192,2.501282,170.4306,224.7125,178.1067,736.2065,185.213,80.99023,160.9026,6.075073,149.7254,80.46049,200.7662,75.79199,153.8666,48.90155,158.2056,695.1672,171.3948,950.512,218.1338,547.8387,173.5908,84.75769,205.236,2.663502,178.2552,0.154469,195.3465,162.2559,128.6829,844.8818,167.5379,1058.146,179.8582,2.796234,157.879,458.376,163.5455,4.809006,201.4125,3.096948,170.875,29.3089,170.5449,237.3594,206.858,35.33456,162.0992,12.23239,195.1328,1.741962,165.2794,55.76447,162.1969,895.4653,193.5345,115.7075,201.405,2769.881,213.7834,2581.855,189.1954,852.792,158.3769,1920.684,203.1768,7619.271,380.47619,0.088319088,185.3775,0.898861,194.5623,1.8941,192.4448,110.3711,206.5516,355.2188,150.7781,0.092299998,187.9011,407.1414,183.9557,4.643372,157.7518,448.1161,191.3849,2545.671,187.8392,1238.311,179.5316,856.3003,193.5345,816.4033,200.8038,501.6855
168.4644,4368.449,165.9284,50.35547,146.8068,155.6709,157.8438,6517.854,160.5739,814.85,194.0166,532.9448,234.1629,8.160378,156.4129,137.0726,151.456,497.8739,168.0724,197.3317,178.723,90.574,188.6156,87.98692,224.8721,6313.225,264.2013,2.909424,170.9127,236.202,178.5888,785.3145,185.6951,149.3535,161.3847,13.79407,150.2075,85.19843,201.2483,87.41333,154.3487,51.3479,158.6877,774.616,171.8769,926.6151,218.6159,569.4607,174.0729,84.70874,205.7181,3.54628,178.7373,0.320559,195.8286,191.4819,129.165,916.1902,168.02,1047.411,180.3403,5.642975,158.361,581.75,164.0276,4.296906,201.8947,3.191368,171.3571,28.23401,171.027,232.3867,207.34,28.72693,162.5813,12.22829,195.615,1.473455,165.7615,68.47858,162.679,797.9639,194.0166,123.6484,202.782,2403.545,214.2655,2559.555,189.6775,765.7109,158.859,1877.507,203.6589,7159.836,383.80952,0.097499209,185.8596,0.933912,195.0444,1.838833,192.9269,104.1992,207.0337,372.3477,151.2602,1.056076,188.3832,411.2538,184.4378,6.274414,158.2339,461.4161,191.867,2839.965,188.3213,1101.891,180.0137,780.5176,194.0166,903.1636,201.2859,473.6465
168.9465,4513.566,166.4105,37.1272,147.289,160.3667,158.3259,5860.161,161.056,944.9177,194.4987,564.7119,234.6451,8.473755,156.895,153.9092,151.9381,466.7365,168.5545,179.138,179.205,98.035,189.0977,91.38231,225.3542,6703.719,264.6834,3.115601,171.3948,251.0267,179.071,816.6851,186.1773,214.251,161.8668,22.97754,150.6896,90.74036,201.7305,99.23853,154.8308,48.20584,159.1699,860.7747,172.359,869.8983,219.098,568.2661,174.555,87.26147,206.2002,4.245323,179.2194,0.41758,196.3107,218.5703,129.6471,993.1965,168.5021,1017.204,180.8225,9.279694,158.843,681.105,164.5097,2.242966,202.3768,3.534605,171.8392,25.48279,171.5091,223.6543,207.822,25.69019,163.0634,12.1357,196.0971,1.067529,166.2437,90.1629,163.1611,713.4977,194.4987,110.3984,204.158,2120.441,214.7476,2521.273,190.1596,692.3486,159.3411,1829.295,204.141,6669.624,387.14286,0.0997151,186.3418,0.805162,195.5265,1.492432,193.409,122.6143,207.5159,426.9844,151.7424,2.4505,188.8653,413.3684,184.9199,7.671265,158.716,451.0643,192.3491,3316.99,188.8034,971.832,180.4958,670.293,194.4987,984.7808,201.768,433.5659
169.4286,4659.335,166.8926,28.55322,147.7711,187.397,158.808,5276.73,161.5381,1094.67,194.9808,595.9565,235.1272,8.069763,157.3771,103.8259,152.4202,447.1549,169.0367,165.5951,179.687,102.115,189.5798,94.69165,225.8363,7107.158,265.1655,2.689453,171.8769,268.0081,179.5531,832.6787,186.6594,220.0537,162.3489,33.40198,151.1718,97.1811,202.2126,96.27197,155.3129,31.82788,159.652,949.6337,172.8412,799.7886,219.5801,550.3955,175.0372,88.28589,206.6823,4.727383,179.7015,0.326025,196.7928,244.1729,130.1292,1080.342,168.9842,992.6744,181.3046,8.964508,159.325,780.411,164.9919,0.860031,202.8589,3.818442,172.3213,22.60931,171.9912,212.9902,208.304,26.22711,163.5455,11.79529,196.5792,0.596641,166.7258,106.9048,163.6432,645.3383,194.9808,73.85547,205.534,1767.529,215.2297,2451.867,190.6418,611.5791,159.8233,1775.384,204.6232,6210.403,390.47619,0.084836974,186.8239,0.622973,196.0086,1.037331,193.8911,155.6611,207.998,529.2578,152.2245,4.558548,189.3474,414.3775,185.402,8.75061,159.1982,409.295,192.8312,4021.414,189.2855,847.8223,180.9779,550.0264,194.9808,1061.333,202.2502,381.5034
169.9107,4798.555,167.3747,22.24707,148.2532,199.1484,159.2902,4747.025,162.0202,1259.241,195.4629,622.8564,235.6093,7.850922,157.8592,48.68945,152.9024,453.5696,169.5188,152.91,180.169,97.231,190.062,97.84366,226.3184,7528.744,265.6476,1.074158,172.359,286.7961,180.0352,834.5576,187.1415,172.1377,162.831,44.81531,151.6539,103.7302,202.6947,73.79639,155.795,10.08185,160.1341,1032.511,173.3233,723.0391,220.0623,541.8892,175.5193,86.40039,207.1644,5.06638,180.1836,0.096147999,197.2749,264.2905,130.6114,1176.782,169.4663,976.3058,181.7867,7.247589,159.807,911.353,165.474,3.099747,203.341,4.036133,172.8034,19.59033,172.4734,202.7188,208.786,32.42682,164.0276,11.56337,197.0613,0.366113,167.2079,109.1908,164.1253,586.94,195.4629,47.89014,206.909,1825.6,215.7118,2345.527,191.1239,523.9404,160.3054,1716.95,205.1053,5787.196,393.80952,0.08357075,187.306,0.431079,196.4907,0.7488,194.3732,169.1387,208.4801,610.0195,152.7066,6.385513,189.8296,415.0345,185.8842,9.169739,159.6803,374.5845,193.3133,4710.48,189.7677,731.4531,181.4601,423.623,195.4629,1131.794,202.7323,329.0391
170.3929,4920.612,167.8568,23.34058,148.7353,186.4478,159.7723,4271.953,162.5023,1441.869,195.9451,643.5278,236.0914,7.781296,158.3413,24.05066,153.3845,457.7263,170.0009,138.4186,180.652,87.835,190.5441,100.6754,226.8005,7990.188,266.1298,0.307495,172.8412,306.4564,180.5173,812.6309,187.6236,122.457,163.3132,56.98132,152.136,112.2835,203.1768,54.14697,156.2772,6.842773,160.6162,1097.938,173.8054,641.9991,220.5444,546.6467,176.0014,83.60034,207.6465,5.341637,180.6657,0.076798998,197.7571,292.5571,131.0935,1270.884,169.9485,975.3666,182.2688,4.014343,160.289,1096.748,165.9561,2.967239,203.8231,4.202288,173.2856,17.53235,172.9555,194.127,209.268,47.66077,164.5097,11.65565,197.5434,0.401785,167.69,99.64099,164.6075,534.6511,195.9451,55.30176,208.285,1364.949,216.194,2222.551,191.606,438.6055,160.7875,1654.694,205.5874,5396.611,396.90476,0.04526749,187.7881,0.246302,196.9728,0.636034,194.8554,159.1377,208.9622,654.6719,153.1887,7.907394,190.3117,413.1794,186.3663,8.413086,160.1624,365.3881,193.7955,5192.314,190.2498,635.6777,181.9422,313.1973,195.9451,1187.036,203.2144,282.1294
170.875,5006.674,168.339,33.81311,149.2174,164.3804,160.2544,3852.442,162.9844,1639.494,196.4272,658.3354,236.5735,7.924576,158.8235,63.26379,153.8666,454.4728,170.483,123.8114,181.134,79.628,191.0262,103.2732,227.2827,8521.793,266.6119,1.012146,173.3233,325.2881,180.9994,786.8389,188.1057,97.33203,163.7953,73.45374,152.6181,123.6427,203.6589,53.03198,156.7593,17.56451,161.0983,1162.211,174.2875,559.2198,221.0265,551.722,176.4835,81.35144,208.1287,5.482574,181.1479,0.026489001,198.2392,354.8428,131.5756,1367.168,170.4306,997.9695,182.7509,0.240112,160.771,1303.87,166.4382,1.826416,204.3052,4.309959,173.7677,17.53662,173.4376,183.8281,209.75,58.10513,164.9919,12.00739,198.0255,0.552432,168.1721,84.75592,165.0896,488.3352,196.4272,95.46777,209.66,1191.451,216.6761,2083.645,192.0881,356.5713,161.2696,1582.328,206.0695,5043.143,400.2381,0.037670149,188.2702,0.161198,197.455,0.628485,195.3375,153.2598,209.4443,671.4648,153.6708,9.105408,190.7938,406.8387,186.8484,6.766357,160.6445,372.1942,194.2776,5463.633,190.7319,554.8301,182.4243,235.4731,196.4272,1228.51,203.6965,240.8208
171.3571,5024.554,168.8211,53.26184,149.6995,143.5508,160.7365,3463.502,163.4666,1848.511,196.9093,665.7036,237.0556,8.343765,159.3056,107.3088,154.3487,442.9922,170.9651,110.5999,181.616,76.371,191.5083,106.2822,227.7648,9029.176,267.094,2.262756,173.8054,344.9062,181.4815,792.1982,188.5878,93.87891,164.2774,88.6637,153.1002,137.1313,204.141,73.42236,157.2414,22.67532,161.5804,1236.234,174.7696,471.6181,221.5086,554.6809,176.9656,79.78687,208.6108,5.794647,181.63,0.151716,198.7213,452.7881,132.0577,1457.021,170.9127,1042.83,183.233,1.52298,161.254,1513.608,166.9203,0.889786,204.7874,4.327971,174.2498,19.41083,173.9197,162.1289,210.232,56.95312,165.474,12.37023,198.5077,0.72175,168.6542,59.72961,165.5717,450.8546,196.9093,121.1978,211.035,1118.102,217.1582,1929.09,192.5702,278.6992,161.7517,1512.068,206.5516,4733.999,403.57143,0.032605255,188.7523,0.240502,197.9371,0.747068,195.8196,188.7656,209.9264,698.5352,154.1529,9.914932,191.2759,396.558,187.3305,5.274231,161.1266,378.8378,194.7597,5355.764,191.214,496.0332,182.9064,183.5288,196.9093,1293.355,204.1786,205.2046
171.8392,5010.186,169.3032,85.84912,150.1817,121.1084,161.2186,3106.197,163.9487,2070.823,197.3914,663.04,237.5378,9.151459,159.7877,146.9489,154.8308,429.1503,171.4472,99.71332,182.098,75.551,191.9904,109.9116,228.2469,9486.078,267.5761,3.326416,174.2875,367.9991,181.9637,828.2197,189.07,98.46387,164.7595,99.60352,153.5823,150.6813,204.6232,91.4563,157.7235,21.33054,162.0626,1328.884,175.2517,387.1728,221.9907,541.5193,177.4477,79.86426,209.0929,6.483521,182.1121,0.267914,199.2034,555.498,132.5398,1545.404,171.3948,1102.021,183.7152,1.008667,161.736,1717.489,167.4024,0.433243,205.2695,4.420357,174.7319,22.44458,174.4018,135.166,210.714,39.32767,165.9561,12.69763,198.9898,0.91616,169.1363,34.72369,166.0538,429.1821,197.3914,128.2612,212.41,813.895,217.6403,1772.473,193.0524,212.8252,162.2338,1449.322,207.0337,4443.168,406.90476,0.024691358,189.2345,0.400803,198.4192,0.991978,196.3017,267.2949,210.4086,734.1602,154.6351,10.12059,191.758,385.6113,187.8126,3.979736,161.6087,383.2346,195.2418,4633.081,191.6961,503.7246,183.3885,141.7891,197.3914,1386.325,204.6607,177.3374
172.3213,4995.794,169.7853,160.1921,150.6638,102.7759,161.7007,2778.894,164.4308,2303.904,197.8735,656.9321,238.0199,10.02753,160.2698,181.6917,155.3129,412.0234,171.9293,90.0806,182.58,72.424,192.4725,113.67,228.729,9885.125,268.0582,4.022278,174.7696,396.4679,182.4458,873.6621,189.5521,114.5957,165.2416,106.6329,154.0645,164.1002,205.1053,105.9065,158.2056,10.53265,162.5447,1420.86,175.7339,312.0553,222.4728,549.2683,177.9299,81.99976,209.575,7.656712,182.5942,0.295752,199.6855,650.3169,133.0219,1626.327,171.8769,1168.21,184.1973,0.463928,162.218,1961.579,167.8846,0.333908,205.7516,4.7137,175.214,28.61676,174.8839,119.7109,211.197,26.62378,166.4382,12.94796,199.4719,0.978549,169.6185,20.10895,166.5359,416.4445,197.8735,125.2227,213.784,845.82,218.1224,1611.637,193.5345,159.6221,162.716,1393.531,207.5159,4154.424,410.2381,0.024691358,189.7166,0.436037,198.9013,1.090851,196.7838,320.9004,210.8907,783.8594,155.1172,10.07375,192.2401,374.9612,188.2947,2.972778,162.0909,382.7422,195.7239,3397.068,192.1782,585.3145,183.8706,108.3271,197.8735,1497.093,205.1429,155.106
172.8034,4980.521,170.2674,248.1066,151.1459,88.86328,162.1829,2476.612,164.9129,2541.372,198.3556,658.7476,238.502,11.03902,160.7519,202.4333,155.795,393.5452,172.4115,81.10803,183.062,66.56,192.9547,116.7699,229.2111,10283.43,268.5403,4.356384,175.2517,425.1709,182.9279,914.29,190.0342,129.5771,165.7237,108.6685,154.5466,177.7301,205.5874,116.2852,158.6877,0.653656,163.0268,1504.912,176.216,246.104,222.955,591.5735,178.412,86.31042,210.0571,8.642902,183.0763,0.265345,200.1676,737.9927,133.5041,1688.297,172.359,1240.604,184.6794,2.943359,162.7,2266.009,168.3667,0.690384,206.2337,5.262772,175.6961,35.16656,175.3661,139.4316,211.679,19.37759,166.9203,13.08102,199.954,0.796253,170.1006,20.271,167.018,402.7079,198.3556,128.5605,215.159,667.871,218.6045,1453.328,194.0166,116.8916,163.1981,1337.648,207.998,3866.534,413.57143,0.027540361,190.1987,0.341319,199.3834,0.980154,197.2659,324.3906,211.3728,859.5547,155.5993,10.01187,192.7223,363.8781,188.7769,2.39801,162.573,374.1011,196.206,2408.735,192.6604,711.8457,184.3528,83.53809,198.3556,1611.205,205.625,128.8086
173.2856,4981.833,170.7495,300.3417,151.628,79.25928,162.665,2197.984,165.395,2765.07,198.8378,668.4951,238.9841,12.07102,161.234,190.9313,156.2772,376.0925,172.8936,72.7612,183.544,60.548,193.4368,119.2311,229.6932,10709.59,269.0225,4.245667,175.7339,446.2631,183.41,950.5225,190.5163,106.8818,166.2059,103.9041,155.0287,191.7264,206.0695,119.7302,159.1699,7.276733,163.5089,1581.981,176.6981,193.1142,223.4371,646.4276,178.8941,93.56372,210.5392,9.421421,183.5584,0.121611,200.6498,812.8579,133.9862,1722.552,172.8412,1321.318,185.1615,7.902649,163.182,2621.85,168.8488,1.42807,206.7158,5.617246,176.1783,37.13928,175.8482,171.4297,212.161,16.75598,167.4025,12.95115,200.4361,0.446432,170.5827,28.32513,167.5002,379.4589,198.8378,139.3965,216.533,668.025,219.0867,1302.863,194.4987,85.17969,163.6802,1279.007,208.4801,3601.888,416.90476,0.028490028,190.6808,0.21801,199.8655,0.754438,197.7481,286.7646,211.8549,979.6758,156.0814,9.950943,193.2044,350.1299,189.259,2.269714,163.0551,351.536,196.6882,1692.953,193.1425,845.3184,184.8349,70.73486,198.8378,1730.18,206.1071,97.15771
173.7677,5012.285,171.2317,261.1877,152.1101,75.18164,163.1471,1945.737,165.8771,2998.369,199.3199,685.6138,239.4662,13.01475,161.7162,170.2345,156.7593,349.6641,173.3757,64.60074,184.027,56.994,193.9189,121.3647,230.1754,11106.85,269.5046,3.529236,176.216,461.9084,183.8921,984.2959,190.9984,44.52539,166.688,94.11212,155.5108,207.5792,206.5516,114.0691,159.652,12.42059,163.991,1655.678,177.1802,160.3326,223.9192,677.4651,179.3762,108.1083,211.0214,10.04125,184.0406,0.099009998,201.1319,869.1719,134.4683,1728.229,173.3233,1414.084,185.6436,12.19031,163.664,3018.042,169.3309,2.069702,207.1979,5.69758,176.6604,31.91553,176.3303,182.9629,212.643,18.47156,167.8846,12.83976,200.9182,0.425903,171.0648,47.96057,167.9823,356.2615,199.3199,149.1182,217.907,577.27,219.5688,1158.66,194.9808,65.19727,164.1623,1218.426,208.9622,3365.893,420.0,0.02912314,191.1629,0.148455,200.3477,0.62644,198.2302,263.627,212.337,1065.914,156.5635,9.889923,193.6865,333.5117,189.7411,2.446533,163.5372,331.3684,197.1703,1185.963,193.6246,985.2148,185.317,68.9585,199.3199,1840.319,206.5892,65.03809
174.2498,5072.215,171.7138,190.7997,152.5922,83.12793,163.6292,1721.602,166.3593,3260.585,199.802,712.1328,239.9483,13.51167,162.1983,162.8358,157.2414,333.2079,173.8578,56.13126,184.509,55.731,194.401,123.1633,230.6575,11409.73,269.9867,3.154419,176.6981,480.7773,184.3742,1011.729,191.4805,1.681641,167.1701,81.98248,155.9929,222.3065,207.0337,107.1794,160.1341,12.94803,164.4731,1738.529,177.6623,141.722,224.4013,674.2939,179.8583,122.3751,211.5035,10.64808,184.5227,0.151426,201.614,917.1523,134.9504,1701.411,173.8054,1514.712,186.1257,15.10391,164.146,3427.726,169.813,2.051208,207.6801,5.656363,177.1425,24.87561,176.8124,162.4707,213.125,27.0556,168.3667,12.92307,201.4004,0.841835,171.5469,75.51166,168.4644,340.6227,199.802,152.6143,219.281,547.592,220.0509,1028.258,195.4629,45.46777,164.6444,1156.769,209.4443,3159.186,423.33333,0.029439696,191.6451,0.12914,200.8298,0.601774,198.7123,254.5146,212.8191,1104.047,157.0456,9.978409,194.1686,314.7495,190.2232,3.084167,164.0193,325.3989,197.6524,822.4648,194.1067,1131.834,185.7991,68.39258,199.802,1931.51,207.0713,34.59912
174.7319,5161.673,172.1959,148.0475,153.0744,94.10693,164.1113,1527.143,166.8414,3558.535,200.2841,748.5396,240.4305,13.8018,162.6804,195.0466,157.7235,336.8728,174.3399,47.76562,184.991,56.144,194.8831,124.5361,231.1396,11619.84,270.4688,3.638672,177.1802,510.5118,184.8564,1039.107,191.9627,29.84961,167.6522,65.59784,156.475,234.3299,207.5159,105.832,160.6162,3.24585,164.9553,1814.261,178.1444,125.4042,224.8834,653.2891,180.3404,121.2117,211.9856,11.33054,185.0048,0.266804,202.0961,982.7373,135.4325,1631.109,174.2875,1615.659,186.6079,16.35614,164.628,3895.459,170.2952,1.850037,208.1622,5.836254,177.6246,22.87085,177.2945,136.1719,213.607,33.91898,168.8488,13.1845,201.8825,1.261106,172.029,87.97217,168.9465,333.1312,200.2841,149.3867,220.654,593.91,220.533,917.7266,195.9451,-5.020295,165.1265,1085.12,209.9264,2969.306,426.66667,0.026274137,192.1272,0.134233,201.3119,0.654165,199.1944,262.0811,213.3013,1097.406,157.5278,10.21098,194.6507,293.8827,190.7053,4.03418,164.5014,329.6523,198.1345,612.2942,194.5888,1285.109,186.2812,59.70312,200.2841,2001.813,207.5534,3.836426
